JJtimestamp,epoch,batch,loss,accuracy,learning_rate
2025-11-27T21:45:50.282900,0,37,5.758760452270508,6.25,0.001
2025-11-27T21:45:54.647813,0,38,5.759453773498535,6.25,0.001
2025-11-27T21:45:59.441192,0,39,6.021456718444824,6.169871794871795,0.001
2025-11-27T21:46:04.258464,0,40,5.493084907531738,6.09375,0.001
2025-11-27T21:46:08.258454,0,41,5.549285888671875,5.945121951219512,0.001
2025-11-27T21:46:12.768532,0,42,5.204370975494385,5.803571428571429,0.001
2025-11-27T21:46:17.817444,0,43,5.192765712738037,5.741279069767442,0.001
2025-11-27T21:46:23.989212,0,44,5.146564483642578,5.681818181818182,0.001
2025-11-27T21:46:27.753133,0,45,4.75492000579834,5.625,0.001
2025-11-27T21:46:31.460802,0,46,5.020923614501953,5.502717391304348,0.001
2025-11-27T21:46:34.904070,0,47,4.363622665405273,5.452127659574468,0.001
2025-11-27T21:46:39.527547,0,48,4.155774116516113,5.46875,0.001
2025-11-27T21:46:44.513802,0,49,4.101665019989014,5.548469387755102,0.001
2025-11-27T21:46:48.351578,0,50,4.298720359802246,5.5,0.001
2025-11-27T21:46:55.925796,0,51,4.327927589416504,5.453431372549019,0.001
2025-11-27T21:47:02.820785,0,52,4.277921676635742,5.46875,0.001
2025-11-27T21:47:10.776037,0,53,4.570359706878662,5.365566037735849,0.001
2025-11-27T21:47:21.037716,0,54,4.54013204574585,5.439814814814815,0.001
2025-11-27T21:47:32.646471,0,55,4.92257833480835,5.3977272727272725,0.001
2025-11-27T21:47:43.400642,0,56,6.006998062133789,5.357142857142857,0.001
2025-11-27T21:47:50.142180,0,57,5.267434120178223,5.2631578947368425,0.001
2025-11-27T21:47:55.609003,0,58,5.38062858581543,5.226293103448276,0.001
2025-11-27T21:48:02.190239,0,59,4.518669128417969,5.24364406779661,0.001
2025-11-27T21:48:10.944554,0,60,5.830038070678711,5.15625,0.001
2025-11-27T21:48:18.042320,0,61,5.990030288696289,5.122950819672131,0.001
2025-11-27T21:48:23.650448,0,62,5.435234069824219,5.090725806451613,0.001
2025-11-27T21:48:27.814362,0,63,5.323881149291992,5.158730158730159,0.001
2025-11-27T21:48:32.155256,0,64,6.117537975311279,5.078125,0.001
2025-11-27T21:48:42.708176,0,65,4.882326126098633,5.144230769230769,0.001
2025-11-27T21:48:49.108186,0,66,5.8629350662231445,5.066287878787879,0.001
2025-11-27T21:48:55.717416,0,67,5.7508440017700195,5.037313432835821,0.001
2025-11-27T21:49:01.938524,0,68,6.186854362487793,5.055147058823529,0.001
2025-11-27T21:49:07.265114,0,69,5.257274627685547,4.981884057971015,0.001
2025-11-27T21:49:15.366995,0,70,5.5422163009643555,4.955357142857143,0.001
2025-11-27T21:49:23.983927,0,71,5.416684150695801,4.929577464788732,0.001
2025-11-27T21:49:28.986015,0,72,5.843866348266602,4.947916666666667,0.001
2025-11-27T21:49:35.481276,0,73,5.253311634063721,4.9229452054794525,0.001
2025-11-27T21:49:41.676809,0,74,5.1875715255737305,4.940878378378378,0.001
2025-11-27T21:49:46.874826,0,75,4.865615367889404,4.916666666666667,0.001
2025-11-27T21:49:53.984947,0,76,5.234821319580078,4.8519736842105265,0.001
2025-11-27T21:49:57.538487,0,77,5.281472206115723,4.829545454545454,0.001
2025-11-27T21:50:02.374443,0,78,5.3001556396484375,4.767628205128205,0.001
2025-11-27T21:50:06.985783,0,79,4.773595809936523,4.746835443037975,0.001
2025-11-27T21:50:12.491617,0,80,5.345666885375977,4.6875,0.001
2025-11-27T21:50:16.336027,0,81,4.911017894744873,4.70679012345679,0.001
2025-11-27T21:50:22.229301,0,82,5.148850440979004,4.6875,0.001
2025-11-27T21:50:26.253190,0,83,4.977414131164551,4.743975903614458,0.001
2025-11-27T21:50:30.232790,0,84,4.981151580810547,4.724702380952381,0.001
2025-11-27T21:50:33.441099,0,85,5.261897087097168,4.669117647058823,0.001
2025-11-27T21:50:36.218549,0,86,4.830081939697266,4.6148255813953485,0.001
2025-11-27T21:50:39.345474,0,87,5.079977035522461,4.633620689655173,0.001
2025-11-27T21:50:42.285582,0,88,5.336101055145264,4.580965909090909,0.001
2025-11-27T21:50:46.829772,0,89,5.351617813110352,4.529494382022472,0.001
2025-11-27T21:50:51.108102,0,90,5.643998146057129,4.479166666666667,0.001
2025-11-27T21:50:54.451051,0,91,5.361156463623047,4.464285714285714,0.001
2025-11-27T21:51:01.629360,0,92,5.288278579711914,4.415760869565218,0.001
2025-11-27T21:51:05.709948,0,93,5.296646595001221,4.401881720430108,0.001
2025-11-27T21:51:09.057718,0,94,6.049736976623535,4.42154255319149,0.001
2025-11-27T21:51:12.488194,0,95,6.116494178771973,4.375,0.001
2025-11-27T21:51:17.915534,0,96,6.754333972930908,4.361979166666667,0.001
2025-11-27T21:51:22.813329,0,97,6.3823065757751465,4.31701030927835,0.001
2025-11-27T21:51:27.149524,0,98,6.077763557434082,4.2729591836734695,0.001
2025-11-27T21:51:33.381741,0,99,5.843358993530273,4.292929292929293,0.001
2025-11-27T21:51:39.195907,0,100,5.668713569641113,4.25,0.001
2025-11-27T21:51:44.162631,0,101,6.196226119995117,4.2388613861386135,0.001
2025-11-27T21:51:47.986464,0,102,5.341839790344238,4.227941176470588,0.001
2025-11-27T21:51:52.287448,0,103,5.881909370422363,4.186893203883495,0.001
2025-11-27T21:51:56.521203,0,104,5.423415184020996,4.146634615384615,0.001
2025-11-27T21:52:00.760734,0,105,5.424530506134033,4.107142857142857,0.001
2025-11-27T21:52:08.101247,0,106,5.352090358734131,4.068396226415095,0.001
2025-11-27T21:52:16.307856,0,107,5.7996063232421875,4.030373831775701,0.001
2025-11-27T21:52:20.722149,0,108,6.044172763824463,3.9930555555555554,0.001
2025-11-27T21:52:24.966783,0,109,5.210256576538086,3.985091743119266,0.001
2025-11-27T21:52:27.974911,0,110,5.498325347900391,4.005681818181818,0.001
2025-11-27T21:52:31.937505,0,111,5.557441711425781,3.9695945945945947,0.001
2025-11-27T21:52:35.157783,0,112,5.559257507324219,3.9620535714285716,0.001
2025-11-27T21:52:39.185400,0,113,5.732378959655762,3.9269911504424777,0.001
2025-11-27T21:52:47.031290,0,114,5.2526092529296875,3.892543859649123,0.001
2025-11-27T21:52:50.280795,0,115,5.338131427764893,3.858695652173913,0.001
2025-11-27T21:52:53.294072,0,116,5.180197715759277,3.8523706896551726,0.001
2025-11-27T21:52:56.804748,0,117,5.209865570068359,3.8194444444444446,0.001
2025-11-27T21:52:59.607133,0,118,5.026803970336914,3.7870762711864407,0.001
2025-11-27T21:53:02.977041,0,119,5.136540412902832,3.8077731092436973,0.001
2025-11-27T21:53:06.264895,0,120,5.234829902648926,3.7760416666666665,0.001
2025-11-27T21:53:08.994291,0,121,5.147641658782959,3.7448347107438016,0.001
2025-11-27T21:53:12.351388,0,122,4.836318016052246,3.8165983606557377,0.001
2025-11-27T21:53:17.076440,0,123,5.1239013671875,3.785569105691057,0.001
2025-11-27T21:53:22.854817,0,124,4.770842552185059,3.8306451612903225,0.001
2025-11-27T21:53:25.325493,0,125,5.164483547210693,3.8,0.001
2025-11-27T21:53:29.445976,0,126,5.276341915130615,3.7698412698412698,0.001
2025-11-27T21:53:32.372630,0,127,4.953402996063232,3.7401574803149606,0.001
2025-11-27T21:53:36.519196,0,128,5.056275844573975,3.7353515625,0.001
2025-11-27T21:53:41.037788,0,129,4.849155902862549,3.7306201550387597,0.001
2025-11-27T21:53:44.206988,0,130,4.989418029785156,3.7259615384615383,0.001
2025-11-27T21:53:48.157555,0,131,5.231129169464111,3.697519083969466,0.001
2025-11-27T21:53:55.602178,0,132,5.058624744415283,3.6931818181818183,0.001
2025-11-27T21:54:00.558903,0,133,5.085343360900879,3.6654135338345863,0.001
2025-11-27T21:54:06.658837,0,134,5.1596879959106445,3.638059701492537,0.001
2025-11-27T21:54:08.966000,0,135,4.928675174713135,3.611111111111111,0.001
2025-11-27T21:54:11.433575,0,136,5.001935005187988,3.5845588235294117,0.001
2025-11-27T21:54:14.881211,0,137,5.079732894897461,3.5812043795620436,0.001
2025-11-27T21:54:18.216969,0,138,4.95163631439209,3.5552536231884058,0.001
2025-11-27T21:54:21.546120,0,139,4.827872276306152,3.5296762589928057,0.001
2025-11-27T21:54:24.571368,0,140,4.8617072105407715,3.5044642857142856,0.001
2025-11-27T21:54:31.378906,0,141,4.845829963684082,3.479609929078014,0.001
2025-11-27T21:54:33.602659,0,142,4.845245361328125,3.499119718309859,0.001
2025-11-27T21:54:35.153447,0,143,4.969842910766602,3.4746503496503496,0.001
2025-11-27T21:54:36.480346,0,144,5.010087013244629,3.4505208333333335,0.001
2025-11-27T21:54:39.974636,0,145,4.842130661010742,3.4267241379310347,0.001
2025-11-27T21:54:43.224796,0,146,4.869368553161621,3.4246575342465753,0.001
2025-11-27T21:54:44.939977,0,147,4.905277252197266,3.4226190476190474,0.001
2025-11-27T21:54:46.463878,0,148,4.921368598937988,3.420608108108108,0.001
2025-11-27T21:54:48.040702,0,149,5.017367362976074,3.3976510067114094,0.001
2025-11-27T21:54:49.520854,0,150,5.245841979980469,3.375,0.001
2025-11-27T21:54:51.028829,0,151,5.291617393493652,3.373344370860927,0.001
2025-11-27T21:54:52.779605,0,152,5.198598861694336,3.351151315789474,0.001
2025-11-27T21:54:54.900838,0,153,5.175646781921387,3.3700980392156863,0.001
2025-11-27T21:54:56.547429,0,154,5.082248687744141,3.3482142857142856,0.001
2025-11-27T21:54:58.218402,0,155,4.914052486419678,3.3266129032258065,0.001
2025-11-27T21:55:00.299087,0,156,5.569995403289795,3.3453525641025643,0.001
2025-11-27T21:55:03.963408,0,157,5.198809623718262,3.343949044585987,0.001
2025-11-27T21:55:05.647996,1,158,5.456558704376221,3.3425632911392404,0.001
2025-11-27T22:00:38.325331,1,158,9.92348346710205,0.1875,0.001
2025-11-27T22:00:39.312418,1,159,5.020524978637695,0.0,0.001
2025-11-27T22:00:39.948312,1,160,5.0619611740112305,0.0,0.001
2025-11-27T22:00:40.586841,1,161,5.158215522766113,2.0833333333333335,0.001
2025-11-27T22:00:41.213416,1,162,5.113748550415039,2.34375,0.001
2025-11-27T22:00:41.845609,1,163,5.320512771606445,1.875,0.001
2025-11-27T22:00:42.449426,1,164,5.712535381317139,1.5625,0.001
2025-11-27T22:00:43.047514,1,165,5.48292875289917,1.7857142857142858,0.001
2025-11-27T22:00:43.649585,1,166,6.131209373474121,2.34375,0.001
2025-11-27T22:00:44.251564,1,167,5.845790863037109,2.0833333333333335,0.001
2025-11-27T22:00:44.861754,1,168,5.426144599914551,1.875,0.001
2025-11-27T22:00:45.475584,1,169,5.723231792449951,1.7045454545454546,0.001
2025-11-27T22:00:46.074947,1,170,5.550845146179199,1.5625,0.001
2025-11-27T22:00:46.682502,1,171,5.032407760620117,1.9230769230769231,0.001
2025-11-27T22:00:47.281055,1,172,4.952150344848633,2.232142857142857,0.001
2025-11-27T22:00:47.878457,1,173,5.572272777557373,2.2916666666666665,0.001
2025-11-27T22:00:48.485284,1,174,5.41887903213501,2.34375,0.001
2025-11-27T22:00:49.086577,1,175,5.367339611053467,2.2058823529411766,0.001
2025-11-27T22:00:49.704846,1,176,5.746180534362793,2.2569444444444446,0.001
2025-11-27T22:00:50.311582,1,177,5.631479263305664,2.3026315789473686,0.001
2025-11-27T22:00:50.915195,1,178,6.010867118835449,2.5,0.001
2025-11-27T22:00:51.561200,1,179,5.353482246398926,2.380952380952381,0.001
2025-11-27T22:00:52.169938,1,180,5.759504795074463,2.414772727272727,0.001
2025-11-27T22:00:52.781368,1,181,5.410727500915527,2.5815217391304346,0.001
2025-11-27T22:00:53.550668,1,182,5.16407585144043,2.4739583333333335,0.001
2025-11-27T22:01:00.928901,1,183,5.365583419799805,2.375,0.001
2025-11-27T22:01:10.986725,1,184,5.279991626739502,2.4038461538461537,0.001
