timestamp,epoch,batch,loss,accuracy,learning_rate
2025-11-27T12:29:00.701129,2,1,3.998444080352783,15.625,0.001
2025-11-27T12:29:01.328116,2,2,3.8130900859832764,17.1875,0.001
2025-11-27T12:29:01.963962,2,3,3.737450122833252,18.75,0.001
2025-11-27T12:29:02.624736,2,4,3.651306390762329,17.96875,0.001
2025-11-27T12:29:03.284252,2,5,3.400303602218628,18.125,0.001
2025-11-27T12:29:03.918910,2,6,3.7861173152923584,18.229166666666668,0.001
2025-11-27T12:29:04.555635,2,7,3.4954288005828857,19.196428571428573,0.001
2025-11-27T12:29:05.221229,2,8,4.244389533996582,17.578125,0.001
2025-11-27T12:29:05.886872,2,9,3.765958309173584,18.055555555555557,0.001
2025-11-27T12:29:06.533321,2,10,3.955936908721924,17.8125,0.001
2025-11-27T12:29:07.173596,2,11,3.4389748573303223,18.46590909090909,0.001
2025-11-27T12:29:07.804345,2,12,4.013041973114014,17.447916666666668,0.001
2025-11-27T12:29:08.435010,2,13,3.622236490249634,17.78846153846154,0.001
2025-11-27T12:29:09.070158,2,14,3.6244120597839355,18.080357142857142,0.001
2025-11-27T12:29:09.715135,2,15,3.291581392288208,18.958333333333332,0.001
2025-11-27T12:29:10.348702,2,16,3.36435866355896,19.140625,0.001
2025-11-27T12:29:10.978124,2,17,3.5242438316345215,18.75,0.001
2025-11-27T12:29:11.613475,2,18,3.6447627544403076,18.75,0.001
2025-11-27T12:29:12.249662,2,19,4.163852214813232,18.75,0.001
2025-11-27T12:29:12.898344,2,20,3.614279270172119,18.75,0.001
2025-11-27T12:29:13.555744,2,21,3.491105318069458,18.601190476190474,0.001
2025-11-27T12:29:14.210016,2,22,3.54400634765625,18.75,0.001
2025-11-27T12:29:14.853229,2,23,3.395533561706543,18.75,0.001
2025-11-27T12:29:15.490082,2,24,4.352848052978516,18.619791666666668,0.001
2025-11-27T12:29:16.120434,2,25,3.9390146732330322,18.625,0.001
2025-11-27T12:29:16.756291,2,26,3.650463581085205,18.14903846153846,0.001
2025-11-27T12:29:17.397452,2,27,4.2080230712890625,18.055555555555557,0.001
2025-11-27T12:29:18.047724,2,28,3.7818682193756104,17.857142857142858,0.001
2025-11-27T12:29:18.717184,2,29,3.4946508407592773,17.887931034482758,0.001
2025-11-27T12:29:19.370549,2,30,3.86918306350708,17.604166666666668,0.001
2025-11-27T12:29:20.008845,2,31,3.721707582473755,17.237903225806452,0.001
2025-11-27T12:29:20.640906,2,32,3.824951171875,17.1875,0.001
2025-11-27T12:29:21.272254,2,33,3.8503661155700684,16.856060606060606,0.001
2025-11-27T12:29:21.908467,2,34,3.8374862670898438,17.095588235294116,0.001
2025-11-27T12:29:22.562722,2,35,3.7206015586853027,17.232142857142858,0.001
2025-11-27T12:29:23.249811,2,36,4.020302772521973,17.100694444444443,0.001
2025-11-27T12:29:23.897322,2,37,3.815969228744507,16.89189189189189,0.001
2025-11-27T12:29:24.528258,2,38,3.723625659942627,16.776315789473685,0.001
2025-11-27T12:29:25.180302,2,39,4.139554500579834,16.666666666666668,0.001
2025-11-27T12:29:25.817051,2,40,3.815504789352417,16.71875,0.001
2025-11-27T12:29:26.462089,2,41,3.7321126461029053,16.76829268292683,0.001
2025-11-27T12:29:27.109395,2,42,4.113832950592041,16.666666666666668,0.001
2025-11-27T12:29:27.740292,2,43,3.9020519256591797,16.569767441860463,0.001
2025-11-27T12:29:28.376287,2,44,4.120148658752441,16.548295454545453,0.001
2025-11-27T12:29:29.004567,2,45,3.3529586791992188,16.805555555555557,0.001
2025-11-27T12:29:29.633721,2,46,3.857046604156494,16.91576086956522,0.001
2025-11-27T12:29:30.264559,2,47,3.711080551147461,17.02127659574468,0.001
2025-11-27T12:29:30.889438,2,48,4.168354511260986,16.927083333333332,0.001
2025-11-27T12:29:31.516998,2,49,3.7473583221435547,16.836734693877553,0.001
2025-11-27T12:29:32.149075,2,50,3.978914976119995,16.875,0.001
