timestamp,epoch,batch,loss,accuracy,learning_rate
2025-11-28T09:51:06.410362,23,1,9.122215270996094,0.0,0.001
2025-11-28T09:53:48.053131,23,1,5805812623228273.0,0.21875,0.001
2025-11-28T09:54:58.361015,23,2,8.254018783569336,0.0,0.001
2025-11-28T09:55:02.878837,23,3,7.76206636428833,0.0,0.001
2025-11-28T09:55:07.345783,23,4,7.286630153656006,0.0,0.001
2025-11-28T09:55:11.695455,23,5,6.795339584350586,0.0,0.001
2025-11-28T09:55:16.175724,23,6,6.6607747077941895,0.0,0.001
2025-11-28T09:55:20.551866,23,7,6.171969413757324,0.0,0.001
2025-11-28T09:55:24.908601,23,8,5.748579502105713,0.0,0.001
2025-11-28T09:55:29.279978,23,9,4.985630512237549,0.0,0.001
2025-11-28T09:55:33.638633,23,10,4.528249740600586,1.0416666666666667,0.001
2025-11-28T09:55:37.958999,23,11,4.580460071563721,1.5625,0.001
2025-11-28T09:55:42.262010,23,12,4.574448108673096,2.272727272727273,0.001
2025-11-28T09:55:46.652258,23,13,3.784162998199463,2.6041666666666665,0.001
2025-11-28T09:55:51.097812,23,14,3.353915214538574,4.8076923076923075,0.001
2025-11-28T09:55:55.404376,23,15,3.4697721004486084,5.803571428571429,0.001
2025-11-28T09:55:59.725531,23,16,3.399967908859253,7.083333333333333,0.001
2025-11-28T09:56:04.000508,23,17,3.0850398540496826,7.8125,0.001
2025-11-28T09:56:08.279659,23,18,2.775059700012207,9.007352941176471,0.001
2025-11-28T09:56:12.640748,23,19,2.9109416007995605,10.069444444444445,0.001
2025-11-28T09:56:17.242378,23,20,2.6259961128234863,11.513157894736842,0.001
2025-11-28T09:56:21.712265,23,21,2.929363489151001,11.875,0.001
2025-11-28T09:56:26.102810,23,22,2.784379720687866,12.202380952380953,0.001
2025-11-28T09:56:30.422299,23,23,2.637000322341919,12.926136363636363,0.001
2025-11-28T09:56:34.700328,23,24,2.7931923866271973,13.179347826086957,0.001
2025-11-28T09:56:38.950163,23,25,2.5223844051361084,13.411458333333334,0.001
2025-11-28T09:56:43.243573,23,26,2.500593900680542,14.0,0.001
2025-11-28T09:56:47.642148,23,27,2.517186164855957,14.0625,0.001
2025-11-28T09:56:51.984265,23,28,2.437596321105957,14.583333333333334,0.001
2025-11-28T09:56:56.387951,23,29,3.151071071624756,14.84375,0.001
2025-11-28T09:57:00.645136,23,30,3.072493314743042,15.086206896551724,0.001
2025-11-28T09:57:04.897550,23,31,2.9065868854522705,15.416666666666666,0.001
2025-11-28T09:57:09.272761,23,32,3.145425796508789,15.625,0.001
2025-11-28T09:57:13.690366,23,33,3.4258363246917725,15.72265625,0.001
2025-11-28T09:57:18.101906,23,34,3.6308236122131348,16.193181818181817,0.001
2025-11-28T09:57:22.380331,23,35,4.083052158355713,15.900735294117647,0.001
2025-11-28T09:57:26.821712,23,36,3.792940139770508,15.803571428571429,0.001
2025-11-28T09:57:31.180437,23,37,4.288297653198242,15.45138888888889,0.001
2025-11-28T09:57:35.528123,23,38,4.289082050323486,15.54054054054054,0.001
2025-11-28T09:57:39.927342,23,39,4.626994609832764,15.625,0.001
2025-11-28T09:57:44.288362,23,40,4.2478227615356445,15.705128205128204,0.001
2025-11-28T09:57:48.617501,23,41,4.481692790985107,15.859375,0.001
2025-11-28T09:57:52.927159,23,42,4.176198959350586,15.853658536585366,0.001
2025-11-28T09:57:57.255071,23,43,3.759464740753174,15.922619047619047,0.001
2025-11-28T09:58:01.577024,23,44,3.5425870418548584,15.988372093023257,0.001
2025-11-28T09:58:05.874381,23,45,3.4238953590393066,15.980113636363637,0.001
2025-11-28T09:58:10.259116,23,46,3.299138069152832,15.972222222222221,0.001
2025-11-28T09:58:14.621576,23,47,3.552989959716797,16.10054347826087,0.001
2025-11-28T09:58:18.905878,23,48,2.9152963161468506,16.42287234042553,0.001
2025-11-28T09:58:23.167477,23,49,3.9545960426330566,16.341145833333332,0.001
2025-11-28T09:58:27.453386,23,50,3.569732904434204,16.262755102040817,0.001
2025-11-28T09:58:31.712745,23,51,3.989581346511841,16.5625,0.001
2025-11-28T09:58:36.016472,23,52,2.607130527496338,16.78921568627451,0.001
2025-11-28T09:58:40.387665,23,53,2.5694735050201416,17.247596153846153,0.001
2025-11-28T09:58:44.750886,23,54,3.2269742488861084,17.51179245283019,0.001
