timestamp,cpu_percent,memory_percent,memory_used_gb,net_sent_mb,net_recv_mb
2025-12-03T09:21:33.157806,0.0,31.0,4.788177490234375,0.0,0.0
2025-12-03T09:21:34.176765,13.6,32.3,4.990806579589844,0.03610420227050781,0.06308937072753906
2025-12-03T09:21:35.177328,33.8,36.6,5.66607666015625,0.005867958068847656,0.004810333251953125
2025-12-03T09:21:36.178634,12.7,37.4,5.789573669433594,0.07327461242675781,0.7040205001831055
2025-12-03T09:21:37.179355,3.7,37.4,5.784355163574219,0.2210683822631836,11.386069297790527
2025-12-03T09:21:38.179968,37.5,39.1,6.05047607421875,0.21334075927734375,12.167688369750977
2025-12-03T09:21:39.180619,41.3,43.0,6.644645690917969,0.1895132064819336,10.720759391784668
2025-12-03T09:21:40.181291,26.6,43.8,6.779918670654297,0.18962383270263672,12.026896476745605
2025-12-03T09:21:41.181844,22.4,44.6,6.898448944091797,0.19689464569091797,10.361214637756348
2025-12-03T09:21:42.182513,23.0,43.9,6.783512115478516,0.17382240295410156,8.93035888671875
2025-12-03T09:21:43.182943,18.9,44.2,6.836555480957031,0.16130352020263672,8.564982414245605
2025-12-03T09:21:44.183391,10.7,44.4,6.8630218505859375,0.15854167938232422,7.9314985275268555
2025-12-03T09:21:45.184037,15.7,44.3,6.857025146484375,0.17432308197021484,8.763606071472168
2025-12-03T09:21:46.184827,13.9,44.6,6.891345977783203,0.1665782928466797,8.589094161987305
2025-12-03T09:21:47.185312,13.2,44.2,6.840461730957031,0.12574005126953125,5.907449722290039
2025-12-03T09:21:48.185720,12.3,44.4,6.865909576416016,0.15380573272705078,7.273247718811035
2025-12-03T09:21:49.186456,18.7,44.1,6.818580627441406,0.16925621032714844,8.852352142333984
2025-12-03T09:21:50.187163,18.7,43.9,6.793987274169922,0.1764516830444336,8.826258659362793
2025-12-03T09:21:51.187987,18.0,44.0,6.8010101318359375,0.17383766174316406,8.561216354370117
