timestamp,epoch,batch,loss,accuracy,learning_rate
2025-12-03T09:21:39.115022,0,1,7.147656440734863,0.0,0.001
2025-12-03T09:21:39.894072,0,2,7.181332588195801,0.0,0.001
2025-12-03T09:21:40.642702,0,3,5.672965049743652,1.0416666666666667,0.001
2025-12-03T09:21:41.261041,0,4,5.0488786697387695,2.34375,0.001
2025-12-03T09:21:41.883407,0,5,6.35550594329834,3.125,0.001
2025-12-03T09:21:42.480801,0,6,4.942420959472656,2.6041666666666665,0.001
2025-12-03T09:21:43.074018,0,7,4.780159950256348,3.125,0.001
2025-12-03T09:21:44.241088,0,8,4.845170974731445,2.734375,0.001
2025-12-03T09:21:45.194308,0,9,3.749884605407715,2.7777777777777777,0.001
2025-12-03T09:21:46.095914,0,10,4.400177001953125,2.5,0.001
2025-12-03T09:21:46.967657,0,11,4.462777137756348,2.5568181818181817,0.001
2025-12-03T09:21:48.193229,0,12,4.929652690887451,2.6041666666666665,0.001
2025-12-03T09:21:49.296521,0,13,4.023229598999023,2.644230769230769,0.001
2025-12-03T09:21:50.264497,0,14,3.633629560470581,3.125,0.001
2025-12-03T09:21:51.238065,0,15,4.161871910095215,3.125,0.001
2025-12-03T09:21:52.025871,0,16,4.033398628234863,3.125,0.001
2025-12-03T09:21:53.165967,0,17,4.19970703125,3.125,0.001
2025-12-03T09:21:54.079624,0,18,3.853858232498169,3.298611111111111,0.001
2025-12-03T09:21:54.991193,0,19,3.7210874557495117,3.4539473684210527,0.001
2025-12-03T09:21:55.805365,0,20,3.83046817779541,3.75,0.001
2025-12-03T09:21:56.557218,0,21,3.8983154296875,4.166666666666667,0.001
2025-12-03T09:21:57.490829,0,22,4.325833797454834,4.119318181818182,0.001
2025-12-03T09:21:58.293570,0,23,3.934715509414673,4.076086956521739,0.001
2025-12-03T09:21:59.873146,0,24,4.093997955322266,4.296875,0.001
2025-12-03T09:22:00.882183,0,25,3.820321559906006,4.375,0.001
2025-12-03T09:22:01.904610,0,26,3.7875707149505615,4.326923076923077,0.001
2025-12-03T09:22:02.785727,0,27,3.7229747772216797,4.513888888888889,0.001
2025-12-03T09:22:03.897790,0,28,3.8093385696411133,4.464285714285714,0.001
2025-12-03T09:22:04.896771,0,29,3.63371205329895,4.418103448275862,0.001
2025-12-03T09:22:09.076674,0,30,3.7596120834350586,4.270833333333333,0.001
2025-12-03T09:22:10.066474,0,31,4.744744300842285,4.233870967741935,0.001
2025-12-03T09:22:10.875326,0,32,4.368553161621094,4.296875,0.001
2025-12-03T09:22:11.490836,0,33,6.558128833770752,4.261363636363637,0.001
2025-12-03T09:22:12.149080,0,34,4.611250877380371,4.319852941176471,0.001
2025-12-03T09:22:12.817388,0,35,4.697237968444824,4.375,0.001
2025-12-03T09:22:13.417445,0,36,6.62644100189209,4.340277777777778,0.001
2025-12-03T09:22:14.128681,0,37,6.245119571685791,4.3074324324324325,0.001
2025-12-03T09:22:15.141766,0,38,5.0089874267578125,4.358552631578948,0.001
2025-12-03T09:22:16.015028,0,39,5.149868011474609,4.326923076923077,0.001
2025-12-03T09:22:17.366620,0,40,5.366447448730469,4.375,0.001
2025-12-03T09:22:18.873287,0,41,5.5664215087890625,4.420731707317073,0.001
2025-12-03T09:22:19.708193,0,42,5.944081783294678,4.315476190476191,0.001
2025-12-03T09:22:20.551685,0,43,5.088702201843262,4.3604651162790695,0.001
2025-12-03T09:22:21.251688,0,44,5.178243637084961,4.332386363636363,0.001
2025-12-03T09:22:21.850585,0,45,5.641097545623779,4.236111111111111,0.001
