timestamp,cpu_percent,memory_percent,memory_used_gb,net_sent_mb,net_recv_mb
2025-11-27T17:17:53.673189,27.3,35.3,5.460666656494141,0.0,0.0
2025-11-27T17:17:54.689097,14.2,37.9,5.8566436767578125,0.0037775039672851562,0.0060100555419921875
2025-11-27T17:17:55.690097,18.3,41.5,6.4093475341796875,0.003753662109375,0.0063457489013671875
2025-11-27T17:17:56.691949,2.3,41.4,6.395904541015625,0.0488433837890625,2.310492515563965
2025-11-27T17:17:57.692341,3.1,41.4,6.406280517578125,0.0862569808959961,3.9387149810791016
2025-11-27T17:17:58.692717,2.3,41.5,6.412223815917969,0.07097053527832031,3.898031234741211
2025-11-27T17:17:59.693112,8.9,41.6,6.425800323486328,0.06867027282714844,4.584325790405273
2025-11-27T17:18:00.693539,9.8,41.6,6.4395751953125,0.04239368438720703,2.50862979888916
2025-11-27T17:18:01.693978,10.6,41.7,6.441684722900391,0.03769397735595703,1.816777229309082
2025-11-27T17:18:02.694371,6.9,41.7,6.446880340576172,0.03212738037109375,1.5590324401855469
2025-11-27T17:18:03.694768,7.2,41.7,6.448451995849609,0.03931617736816406,1.5129165649414062
2025-11-27T17:18:04.695259,4.5,41.7,6.440727233886719,0.009260177612304688,0.3959503173828125
2025-11-27T17:18:05.696694,5.3,41.7,6.441684722900391,0.013318061828613281,0.41069793701171875
2025-11-27T17:18:06.698084,10.8,41.6,6.439426422119141,0.010499000549316406,0.5268468856811523
2025-11-27T17:18:07.700467,20.6,44.2,6.834144592285156,0.015933990478515625,0.3662986755371094
2025-11-27T17:18:08.700986,17.5,46.8,7.240062713623047,0.013658523559570312,0.4655628204345703
2025-11-27T17:18:09.702330,6.4,46.8,7.231189727783203,0.022974014282226562,1.2470932006835938
2025-11-27T17:18:10.702881,5.0,46.9,7.250617980957031,0.017446517944335938,1.3801307678222656
2025-11-27T17:18:11.703432,3.8,46.9,7.254695892333984,0.02669525146484375,1.2068853378295898
2025-11-27T17:18:12.704737,17.8,47.0,7.263874053955078,0.02032184600830078,0.9901618957519531
2025-11-27T17:18:13.705237,11.4,46.9,7.245109558105469,0.008337020874023438,0.46292972564697266
2025-11-27T17:18:14.705730,13.1,46.9,7.244510650634766,0.006567955017089844,0.1588573455810547
2025-11-27T17:18:15.706215,9.3,46.4,7.169124603271484,0.011260032653808594,0.7863216400146484
2025-11-27T17:18:16.706720,12.4,46.3,7.156314849853516,0.012536048889160156,0.6326665878295898
2025-11-27T17:18:17.707416,9.3,46.2,7.142936706542969,0.012273788452148438,0.6308784484863281
2025-11-27T17:18:18.708694,4.6,46.1,7.1269989013671875,0.028593063354492188,1.3128890991210938
2025-11-27T17:18:19.709213,2.9,45.9,7.100803375244141,0.046703338623046875,2.1474609375
2025-11-27T17:18:20.709641,12.5,45.7,7.072551727294922,0.07181739807128906,3.2478599548339844
2025-11-27T17:18:21.710040,4.4,45.7,7.068111419677734,0.07830619812011719,3.533745765686035
2025-11-27T17:18:22.710414,3.9,45.6,7.045867919921875,0.07448005676269531,3.6379032135009766
2025-11-27T17:18:23.710985,12.0,45.5,7.0340576171875,0.07181739807128906,3.546945571899414
2025-11-27T17:18:24.711378,3.4,45.4,7.018260955810547,0.07125091552734375,3.425312042236328
2025-11-27T17:18:25.711755,4.4,45.3,7.011241912841797,0.08478355407714844,4.142711639404297
2025-11-27T17:18:26.712203,10.6,45.7,7.060222625732422,0.08713150024414062,3.6798458099365234
2025-11-27T17:18:27.712661,5.8,45.3,7.0115966796875,0.10297393798828125,3.7342891693115234
2025-11-27T17:18:28.713040,2.8,45.3,7.008052825927734,0.0901937484741211,3.8702259063720703
2025-11-27T17:18:29.713445,2.5,45.3,7.003513336181641,0.08975601196289062,3.691068649291992
2025-11-27T17:18:30.713835,14.3,45.0,6.964332580566406,0.0872955322265625,3.469223976135254
2025-11-27T17:18:31.714266,2.2,45.1,6.966930389404297,0.082275390625,3.9233036041259766
2025-11-27T17:18:32.714719,3.1,45.1,6.9749908447265625,0.0903921127319336,4.262190818786621
2025-11-27T17:18:33.715134,12.1,45.2,6.9844512939453125,0.05912017822265625,2.7168350219726562
2025-11-27T17:18:34.715537,2.9,45.2,6.9937591552734375,0.07752799987792969,3.1794471740722656
2025-11-27T17:18:35.716617,2.5,45.2,6.990306854248047,0.082977294921875,4.464195251464844
2025-11-27T17:18:36.717642,8.2,45.4,7.013175964355469,0.07347297668457031,4.127078056335449
