timestamp,epoch,batch,loss,accuracy,learning_rate
2025-11-27T01:06:53.246227,0,1,5.523019790649414,,0.05
2025-11-27T01:06:53.993867,0,2,7.133183479309082,,0.05
2025-11-27T01:06:54.746920,0,3,8.585271835327148,,0.05
2025-11-27T01:06:55.497032,0,4,11.446640014648438,,0.05
2025-11-27T01:06:56.254705,0,5,8.31580924987793,,0.05
2025-11-27T01:06:57.006053,0,6,11.811519622802734,,0.05
2025-11-27T01:06:57.755045,0,7,10.647984504699707,,0.05
2025-11-27T01:06:58.500198,0,8,10.95789623260498,,0.05
2025-11-27T01:06:59.265440,0,9,10.868768692016602,,0.05
2025-11-27T01:07:00.011929,0,10,13.921871185302734,,0.05
2025-11-27T01:07:00.758879,0,11,11.690213203430176,,0.05
2025-11-27T01:07:01.500899,0,12,9.419329643249512,,0.05
2025-11-27T01:07:02.231693,0,13,9.703922271728516,,0.05
2025-11-27T01:07:02.969734,0,14,8.302471160888672,,0.05
2025-11-27T01:07:03.715725,0,15,12.807161331176758,,0.05
2025-11-27T01:07:04.484075,0,16,9.795999526977539,,0.05
2025-11-27T01:07:05.255251,0,17,13.76336669921875,,0.05
2025-11-27T01:07:06.007244,0,18,9.077476501464844,,0.05
2025-11-27T01:07:06.740956,0,19,7.011082649230957,,0.05
2025-11-27T01:07:07.469838,0,20,15.496135711669922,,0.05
2025-11-27T01:07:08.211394,0,21,7.233732223510742,,0.05
2025-11-27T01:07:08.958600,0,22,7.151579856872559,,0.05
2025-11-27T01:07:09.710080,0,23,7.33298397064209,,0.05
2025-11-27T01:07:10.468033,0,24,7.362944602966309,,0.05
2025-11-27T01:07:11.212358,0,25,9.171236038208008,,0.05
2025-11-27T01:07:11.945526,0,26,6.149653434753418,,0.05
2025-11-27T01:07:12.680452,0,27,6.617475509643555,,0.05
2025-11-27T01:07:13.430091,0,28,8.048246383666992,,0.05
2025-11-27T01:07:14.171396,0,29,6.658868312835693,,0.05
2025-11-27T01:07:14.921140,0,30,6.871391296386719,,0.05
2025-11-27T01:07:15.666911,0,31,6.634204864501953,,0.05
2025-11-27T01:07:16.409837,0,32,5.9414801597595215,,0.05
2025-11-27T01:07:17.145409,0,33,5.798542499542236,,0.05
2025-11-27T01:07:17.880521,0,34,6.2047576904296875,,0.05
2025-11-27T01:07:18.620377,0,35,5.944982528686523,,0.05
2025-11-27T01:07:19.378800,0,36,5.771126747131348,,0.05
2025-11-27T01:07:20.128908,0,37,5.869905471801758,,0.05
2025-11-27T01:07:20.872984,0,38,5.9172773361206055,,0.05
2025-11-27T01:07:21.613321,0,39,5.667771339416504,,0.05
2025-11-27T01:07:22.348897,0,40,5.662275314331055,,0.05
2025-11-27T01:07:23.086311,0,41,6.409210205078125,,0.05
2025-11-27T01:07:23.829058,0,42,5.413578033447266,,0.05
2025-11-27T01:07:24.596490,0,43,5.685219764709473,,0.05
2025-11-27T01:07:25.347229,0,44,5.600287437438965,,0.05
2025-11-27T01:07:26.085594,0,45,5.737217903137207,,0.05
2025-11-27T01:07:26.828630,0,46,5.5332112312316895,,0.05
2025-11-27T01:07:27.580741,0,47,5.707182884216309,,0.05
2025-11-27T01:07:28.330135,0,48,5.565180778503418,,0.05
