timestamp,cpu_percent,memory_percent,memory_used_gb,net_sent_mb,net_recv_mb
2025-11-27T21:39:07.058888,0.0,81.9,4.2688140869140625,0.0,0.0
2025-11-27T21:39:08.064165,13.5,82.4,4.3976593017578125,0.01171875,0.009765625
2025-11-27T21:39:09.067911,6.0,82.0,4.3424224853515625,0.0341796875,0.048828125
2025-11-27T21:39:10.070475,12.7,82.4,4.3099365234375,0.013671875,0.1630859375
2025-11-27T21:39:11.073078,9.3,82.4,4.292022705078125,0.189453125,25.66796875
2025-11-27T21:39:12.079056,37.9,95.4,6.5844573974609375,0.1416015625,26.5048828125
2025-11-27T21:39:13.100372,26.3,99.5,7.78948974609375,0.048828125,12.876953125
2025-11-27T21:39:14.178026,23.7,85.6,5.9005279541015625,0.1689453125,24.9287109375
2025-11-27T21:39:15.181899,26.2,92.0,8.426864624023438,0.2138671875,34.38671875
2025-11-27T21:39:16.182429,24.8,90.3,9.38885498046875,0.2158203125,34.30078125
2025-11-27T21:39:17.182852,7.6,90.4,9.4415283203125,0.22265625,30.7138671875
2025-11-27T21:39:18.184950,11.1,90.5,9.561676025390625,0.193359375,25.94140625
2025-11-27T21:39:19.186464,13.0,89.8,9.538131713867188,0.251953125,30.0234375
2025-11-27T21:39:20.189963,21.9,90.4,9.515899658203125,0.1962890625,26.9404296875
2025-11-27T21:39:21.195639,21.5,90.7,9.591278076171875,0.0673828125,9.361328125
2025-11-27T21:39:22.196336,20.4,89.5,9.543182373046875,0.1884765625,25.1025390625
2025-11-27T21:39:23.196797,16.0,90.4,9.570068359375,0.224609375,29.267578125
2025-11-27T21:39:24.198687,29.3,90.7,9.53472900390625,0.2216796875,30.6806640625
2025-11-27T21:39:25.204469,30.3,90.0,9.490463256835938,0.23046875,34.1513671875
2025-11-27T21:39:26.216534,13.3,90.6,9.574371337890625,0.1845703125,27.869140625
2025-11-27T21:39:27.216988,9.8,90.0,9.47833251953125,0.2412109375,34.30078125
2025-11-27T21:39:28.220933,11.9,90.0,9.479873657226562,0.2314453125,33.765625
2025-11-27T21:39:29.221341,11.5,90.6,9.559341430664062,0.0556640625,5.1787109375
2025-11-27T21:39:30.222008,11.8,90.6,9.559539794921875,0.1171875,20.0322265625
2025-11-27T21:39:31.228499,9.7,89.9,9.45159912109375,0.0849609375,15.2421875
2025-11-27T21:39:32.233925,7.1,90.3,9.565170288085938,0.0703125,13.7529296875
2025-11-27T21:39:33.234312,4.0,90.4,9.621490478515625,0.0166015625,2.1318359375
2025-11-27T21:39:34.239655,4.1,90.3,9.623886108398438,0.064453125,11.5087890625
2025-11-27T21:39:35.245072,6.4,89.9,9.580718994140625,0.076171875,13.7041015625
2025-11-27T21:39:36.245860,14.8,90.8,9.614883422851562,0.0458984375,8.65234375
2025-11-27T21:39:37.251098,15.0,90.6,9.6080322265625,0.009765625,4.2880859375
2025-11-27T21:39:38.256520,19.4,89.2,9.571014404296875,0.1396484375,19.1083984375
2025-11-27T21:39:39.261782,8.8,89.0,9.486358642578125,0.0927734375,11.2392578125
2025-11-27T21:39:40.266528,4.9,89.3,9.57733154296875,0.0205078125,2.4638671875
2025-11-27T21:39:41.271827,9.7,89.0,9.611007690429688,0.078125,12.8193359375
2025-11-27T21:39:42.277232,10.1,88.4,9.470352172851562,0.1015625,15.6669921875
2025-11-27T21:39:43.281762,4.5,88.7,9.636215209960938,0.033203125,5.361328125
2025-11-27T21:39:44.287363,8.3,88.7,9.642807006835938,0.0517578125,9.568359375
2025-11-27T21:39:45.292944,14.0,90.7,9.643951416015625,0.05859375,14.130859375
2025-11-27T21:39:46.293824,16.1,90.2,9.760177612304688,0.064453125,9.4150390625
2025-11-27T21:39:47.299372,2.8,89.3,9.62359619140625,0.013671875,4.568359375
2025-11-27T21:39:48.304653,6.5,89.6,9.725601196289062,0.078125,13.216796875
2025-11-27T21:39:49.308888,5.9,89.5,9.762130737304688,0.0732421875,10.646484375
2025-11-27T21:39:50.309876,4.9,89.2,9.78656005859375,0.005859375,0.0078125
2025-11-27T21:39:51.313166,6.3,89.5,9.7117919921875,0.080078125,10.51171875
2025-11-27T21:39:52.318781,9.4,89.2,9.496368408203125,0.06640625,15.5849609375
2025-11-27T21:39:53.319624,4.5,90.0,9.665298461914062,0.03515625,5.0537109375
2025-11-27T21:39:54.320649,12.3,89.5,9.56317138671875,0.0400390625,8.0947265625
2025-11-27T21:39:55.321530,16.3,89.7,9.625747680664062,0.04296875,11.8212890625
2025-11-27T21:39:56.322632,6.6,89.7,9.510772705078125,0.0341796875,4.6669921875
2025-11-27T21:39:57.325120,3.7,89.4,9.477371215820312,0.0703125,11.7255859375
2025-11-27T21:39:58.325614,7.3,89.8,9.69598388671875,0.0751953125,13.7734375
2025-11-27T21:39:59.326790,11.9,89.6,9.66925048828125,0.076171875,13.8818359375
2025-11-27T21:40:00.330795,6.3,90.5,9.589019775390625,0.0068359375,0.7890625
2025-11-27T21:40:01.332545,5.8,90.2,9.512924194335938,0.052734375,12.1162109375
2025-11-27T21:40:02.334143,6.3,90.1,9.591445922851562,0.087890625,15.884765625
2025-11-27T21:40:03.334713,4.9,90.2,9.595626831054688,0.0390625,5.9462890625
2025-11-27T21:40:04.336776,1.8,89.9,9.554061889648438,0.0302734375,6.2734375
2025-11-27T21:40:05.340515,7.5,89.7,9.463027954101562,0.072265625,12.6884765625
2025-11-27T21:40:06.345860,5.7,89.8,9.596466064453125,0.080078125,12.4599609375
2025-11-27T21:40:07.346633,1.9,89.3,9.51824951171875,0.0048828125,1.9326171875
2025-11-27T21:40:08.350808,5.8,89.9,9.65240478515625,0.0556640625,11.6279296875
2025-11-27T21:40:09.354140,19.5,89.6,9.48870849609375,0.0830078125,12.431640625
2025-11-27T21:40:10.355853,17.8,90.2,9.677688598632812,0.0263671875,3.5224609375
2025-11-27T21:40:11.361460,7.4,89.7,9.594085693359375,0.046875,9.80859375
2025-11-27T21:40:12.363281,6.3,89.6,9.621551513671875,0.0458984375,5.7001953125
2025-11-27T21:40:13.365307,9.6,90.2,9.579666137695312,0.083984375,11.3623046875
2025-11-27T21:40:14.366095,3.1,89.7,9.507843017578125,0.05078125,7.9482421875
2025-11-27T21:40:15.371564,8.6,89.7,9.44183349609375,0.091796875,14.5234375
2025-11-27T21:40:16.373301,6.2,90.1,9.565521240234375,0.080078125,11.3017578125
2025-11-27T21:40:17.376023,1.4,89.7,9.501663208007812,0.00390625,2.6669921875
2025-11-27T21:40:18.380265,10.4,90.2,9.611618041992188,0.1298828125,13.744140625
2025-11-27T21:40:19.384771,8.0,89.8,9.526260375976562,0.0869140625,14.6171875
2025-11-27T21:40:20.386557,5.7,90.3,9.59130859375,0.0234375,3.30078125
