timestamp,cpu_percent,memory_percent,memory_used_gb,net_sent_mb,net_recv_mb
2025-11-27T12:21:45.378284,0.0,67.4,6.770172119140625,0.0,0.0
2025-11-27T12:21:46.378860,13.6,71.8,6.326019287109375,0.00390625,0.00390625
2025-11-27T12:21:47.379867,25.5,83.5,4.67901611328125,0.009765625,0.015625
2025-11-27T12:21:48.381503,24.0,91.0,5.682586669921875,0.00390625,0.0048828125
2025-11-27T12:21:49.416465,27.5,97.2,6.2470245361328125,0.00390625,0.015625
2025-11-27T12:21:50.492419,34.8,99.5,4.99908447265625,0.01171875,0.0107421875
2025-11-27T12:21:51.543515,33.8,99.5,7.0673980712890625,0.0048828125,0.0048828125
2025-11-27T12:21:52.593834,25.2,98.4,7.09686279296875,0.005859375,0.0087890625
2025-11-27T12:21:53.626612,29.0,96.8,8.652999877929688,0.0078125,0.005859375
2025-11-27T12:21:54.628263,16.7,92.0,8.975509643554688,0.001953125,0.001953125
2025-11-27T12:21:55.634637,15.9,88.0,9.323623657226562,0.009765625,0.0087890625
2025-11-27T12:21:56.640354,6.4,89.1,9.516983032226562,0.0068359375,0.0068359375
2025-11-27T12:21:57.645700,7.9,89.5,9.583251953125,0.0419921875,0.0673828125
2025-11-27T12:21:58.651455,18.4,90.1,9.677703857421875,0.00390625,0.00390625
2025-11-27T12:21:59.657741,16.7,90.9,9.887100219726562,0.0068359375,0.0087890625
2025-11-27T12:22:00.659298,11.1,91.1,9.912994384765625,0.0078125,0.0068359375
2025-11-27T12:22:01.661342,12.5,90.7,9.9530029296875,0.00390625,0.0068359375
2025-11-27T12:22:02.666814,6.5,90.5,9.92852783203125,0.001953125,0.001953125
2025-11-27T12:22:03.672095,27.8,91.0,9.81085205078125,0.009765625,0.0078125
2025-11-27T12:22:04.677500,12.9,91.0,9.824752807617188,0.001953125,0.001953125
2025-11-27T12:22:05.682888,14.0,91.1,9.851669311523438,0.00390625,0.0029296875
2025-11-27T12:22:06.683605,10.3,90.5,9.789581298828125,0.001953125,0.0029296875
