timestamp,epoch,batch,loss,accuracy,learning_rate
2025-11-27T10:26:17.267546,0,1,5.427061080932617,0.0,0.001
2025-11-27T10:26:18.733429,0,2,7.32923698425293,0.78125,0.001
2025-11-27T10:26:20.174693,0,3,7.310869216918945,0.5208333333333334,0.001
2025-11-27T10:26:21.620167,0,4,7.003395080566406,0.390625,0.001
2025-11-27T10:26:23.093850,0,5,7.020679473876953,0.3125,0.001
2025-11-27T10:26:24.536365,0,6,6.12566614151001,0.2604166666666667,0.001
2025-11-27T10:26:25.981750,0,7,6.281627655029297,0.22321428571428573,0.001
2025-11-27T10:26:27.449807,0,8,6.389745712280273,0.5859375,0.001
2025-11-27T10:26:28.897924,0,9,6.078612327575684,0.6944444444444444,0.001
2025-11-27T10:26:30.341835,0,10,5.888201713562012,0.625,0.001
2025-11-27T10:26:31.781573,0,11,5.870628356933594,0.7102272727272727,0.001
2025-11-27T10:26:33.220424,0,12,5.624209403991699,0.6510416666666666,0.001
2025-11-27T10:26:34.653765,0,13,5.39551305770874,0.6009615384615384,0.001
2025-11-27T10:26:36.088063,0,14,5.5608720779418945,0.5580357142857143,0.001
2025-11-27T10:26:37.516024,0,15,6.109041213989258,0.5208333333333334,0.001
2025-11-27T10:26:38.956861,0,16,5.621250152587891,0.48828125,0.001
2025-11-27T10:26:40.399224,0,17,5.56778621673584,0.45955882352941174,0.001
2025-11-27T10:26:41.830569,0,18,5.472141742706299,0.4340277777777778,0.001
2025-11-27T10:26:43.262330,0,19,5.400018692016602,0.41118421052631576,0.001
2025-11-27T10:26:44.724374,0,20,5.370475769042969,0.390625,0.001
2025-11-27T10:26:46.169739,0,21,5.565521240234375,0.37202380952380953,0.001
2025-11-27T10:26:47.600927,0,22,5.63864803314209,0.35511363636363635,0.001
2025-11-27T10:26:49.036616,0,23,5.6672844886779785,0.33967391304347827,0.001
2025-11-27T10:26:50.463018,0,24,5.458758354187012,0.390625,0.001
2025-11-27T10:26:51.895405,0,25,5.630321502685547,0.4375,0.001
2025-11-27T10:26:53.329341,0,26,5.664390563964844,0.4206730769230769,0.001
2025-11-27T10:26:54.760706,0,27,5.737002372741699,0.46296296296296297,0.001
2025-11-27T10:26:56.197360,0,28,5.735228538513184,0.44642857142857145,0.001
2025-11-27T10:26:57.629423,0,29,5.755958557128906,0.43103448275862066,0.001
2025-11-27T10:26:59.074034,0,30,5.368688106536865,0.4166666666666667,0.001
2025-11-27T10:27:00.501872,0,31,5.646341323852539,0.4032258064516129,0.001
2025-11-27T10:27:01.930429,0,32,5.864899635314941,0.439453125,0.001
2025-11-27T10:27:03.364139,0,33,5.341403961181641,0.42613636363636365,0.001
2025-11-27T10:27:04.798163,0,34,5.384692192077637,0.41360294117647056,0.001
2025-11-27T10:27:06.231529,0,35,5.552645206451416,0.4017857142857143,0.001
2025-11-27T10:27:07.678560,0,36,5.649257183074951,0.390625,0.001
2025-11-27T10:27:09.115437,0,37,5.5280609130859375,0.38006756756756754,0.001
2025-11-27T10:27:10.550707,0,38,5.510254859924316,0.37006578947368424,0.001
2025-11-27T10:27:11.979287,0,39,5.842229843139648,0.40064102564102566,0.001
2025-11-27T10:27:13.411092,0,40,5.485934257507324,0.390625,0.001
2025-11-27T10:27:14.845437,0,41,5.658914089202881,0.4192073170731707,0.001
2025-11-27T10:27:16.276612,0,42,5.561498641967773,0.40922619047619047,0.001
2025-11-27T10:27:17.710902,0,43,5.483037948608398,0.436046511627907,0.001
